Joint0,Joint1,Joint2,Joint3,Joint4,Joint5 
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.728515625,28.300781249999996,6.767578125,0.0,-35.15625,76.552734375
76.46484375,28.300781249999996,6.240234375,0.0,-35.15625,76.552734375
74.8828125,28.300781249999996,5.361328124999999,0.0,-34.189453125,76.46484375
73.388671875,28.4765625,4.482421875,0.0,-33.310546875,75.76171875
72.0703125,28.740234375,3.3398437499999996,-0.087890625,-32.51953125,74.70703125
70.57617187500001,28.916015625000004,2.197265625,-0.087890625,-31.640625000000004,73.388671875
69.08203125,29.267578125,1.23046875,-0.087890625,-30.76171875,72.0703125
67.763671875,29.443359374999996,0.087890625,-0.17578125,-29.8828125,70.57617187500001
66.181640625,29.619140625,-0.87890625,-0.087890625,-29.003906249999996,69.08203125
66.4453125,29.619140625,-0.87890625,-0.17578125,-29.003906249999996,68.37890625
63.10546874999999,29.8828125,-3.076171875,-0.17578125,-27.158203125,66.62109375
62.05078124999999,30.322265625,-4.21875,0.0,-26.54296875,65.21484375
60.55664062499999,30.585937499999996,-5.361328124999999,0.0,-25.48828125,63.45703124999999
58.97460937499999,30.76171875,-6.240234375,0.0,-24.697265624999996,62.05078124999999
59.32617187500001,30.76171875,-6.240234375,0.0,-24.697265624999996,61.259765625
55.8984375,31.113281250000004,-8.525390625,-0.087890625,-22.763671875,59.765625
54.75585937500001,31.376953125,-9.4921875,-0.087890625,-22.1484375,58.00781249999999
53.525390625,31.113281250000004,-10.283203125,0.0,-20.56640625,56.42578125
51.943359375,30.410156249999996,-11.25,-0.087890625,-19.160156249999996,55.01953125
50.71289062500001,29.8828125,-12.3046875,-0.087890625,-17.666015625,53.61328125000001
49.130859375,29.443359374999996,-13.271484375,-0.087890625,-16.259765625,52.29492187499999
47.724609375,29.003906249999996,-14.150390624999998,0.0,-14.765625000000002,50.888671875
46.318359375,28.4765625,-15.1171875,-0.087890625,-13.359374999999998,49.482421875
46.669921875,28.4765625,-15.1171875,-0.087890625,-13.359374999999998,48.69140625
44.912109375,28.037109375,-15.99609375,-0.087890625,-11.953125000000002,47.724609375
43.681640625,27.24609375,-17.138671875,-0.087890625,-10.458984375,46.40625000000001
40.693359375,26.103515625,-19.160156249999996,-0.087890625,-7.207031249999999,44.47265625
39.375,25.312499999999996,-20.0390625,-0.087890625,-6.064453125,42.5390625
39.375,25.312499999999996,-20.0390625,-0.087890625,-6.064453125,42.5390625
37.96875,23.994140625,-20.654296875,-0.087890625,-3.251953125,40.341796875
37.96875,24.082031250000004,-20.56640625,-0.087890625,-3.251953125,39.814453125
35.771484375,21.357421875,-21.445312499999996,-0.087890625,0.3515625,38.935546875
35.5078125,20.56640625,-21.62109375,-0.087890625,0.7910156249999999,37.79296875
34.8046875,19.599609375,-21.972656249999996,0.0,2.4609375,37.08984375
34.716796875,19.248046875,-21.972656249999996,0.0,2.4609375,36.38671875
32.607421875,17.40234375,-22.67578125,-0.087890625,6.064453125,35.68359375
32.87109375,17.490234375000004,-22.67578125,0.0,5.09765625,35.068359375
33.046875,17.40234375,-22.67578125,0.0,5.09765625,34.8046875
33.046875,17.138671875,-22.67578125,0.0,5.273437499999999,34.45312499999999
31.201171875,14.94140625,-23.203125000000004,0.0,8.525390625,33.92578125
30.76171875,14.0625,-23.466796875,0.0,9.580078124999998,33.57421875
30.76171875,14.0625,-23.466796875,0.0,9.4921875,33.57421875
29.8828125,13.0078125,-23.906250000000004,0.0,10.986328124999998,33.57421875
29.8828125,12.919921875,-23.906250000000004,0.0,10.8984375,33.57421875
28.740234375,11.425781249999998,-24.345703125,-0.087890625,13.271484375,32.87109375
28.740234375,11.425781249999998,-24.345703125,0.0,12.744140625,31.552734374999996
28.740234375,11.425781249999998,-24.345703125,0.0,12.744140625,31.113281250000004
28.828124999999996,11.425781249999998,-24.345703125,-0.087890625,12.744140625,31.113281250000004
28.828124999999996,11.425781249999998,-24.345703125,0.0,12.83203125,31.113281250000004
28.828124999999996,11.425781249999998,-24.345703125,0.0,12.83203125,31.113281250000004
